"","HGNC_Symbol","p1Pve","p1Nve","p2Pve","p2Nve","p3Pve","p3Nve","control1","control2"
"5518","LCDR",8327.899,17.565052,2636.931,286.2831,2461.1968,168.41856,10130.458,40.709885
"5519","GAPDHP39",864.7434,136.18358,1187.5706,1106.9448,1739.5986,484.37833,539.9807,24.734344
"5520","CPEB1-AS1",5384.4873,154.03839,6715.5474,1189.1111,6238.903,860.08014,14860.124,397.845
"5521","KLHL12P1",74.94901,4.9999995,159.42708,39.75072,184.6761,23.865974,144.18643,4.9999995
"5522","ZNF587P1",70.54148,17.5084,90.42045,63.884544,80.13083,46.07928,97.60318,6.497853
"5523","FRG1",70174.695,1296.685,62979.58,12223.136,67391.43,5704.589,96642.2,1354.0602
"5524","GVINP1",2210.313,21.021442,1933.6748,450.65536,1124.1403,204.46217,788.89355,4.9999995
"5525","LINC01735",101.8953,8.346087,78.7078,35.817078,104.54831,24.762524,124.1572,11.6141205
"5526","ZNF252P",8268.761,133.9608,7311.9453,1233.1432,8588.251,873.51807,8038.2026,51.830254
"5527","RN7SKP255",64.59045,4.9999995,868.2873,76.89179,966.87384,32.01133,613.4274,26.02258
"5528","LINC02803",1021.2899,61.718204,1053.1637,280.95575,1418.0111,282.69913,7180.373,77.01023
"5529","MYO1D-DT",168.34433,12.570849,54.944126,34.405903,104.218895,30.249722,218.15631,9.669562
"5530","NKD1",243.07603,4.9999995,134.8186,46.223522,182.55061,20.705233,212.47632,8.44879
"5531","LINC00400",112.112885,6.3822856,120.41728,46.854774,158.6766,40.72886,138.5697,11.2391
"5532","LINC01103",57.138374,4.9999995,55.4621,31.114304,134.27359,17.96389,68.17315,5.9500537
"5533","MTND1P14",444.02188,119.07429,2014.3013,512.5818,1009.4481,281.48706,1912.0148,34.929356
"5534","UBE2Q2P16",38.297585,4.9999995,31.972788,22.011194,74.37126,14.239838,48.85399,4.9999995
"5535","FUNDC2",8386.918,269.58234,9793.9375,2881.3704,15981.468,657.39716,14214.225,73.96798
"5536","MTND5P19",78.18422,9.54382,91.24294,37.589413,100.093506,27.33414,152.21031,10.769268
"5537","MIR155HG",226.82452,4.9999995,333.24353,40.056267,385.56055,27.726284,192.0606,4.9999995
"5538","DSCAM-AS1",43.30502,9.531926,46.9956,28.563778,54.2587,27.463694,63.43327,10.417849
"5539","HTR7P1",100.36532,10.175899,124.95376,71.63678,263.78864,72.19587,200.79819,12.2197
"5540","RN7SKP68",74.67662,8.80085,64.91681,39.582462,50.738853,25.351824,96.78977,10.234081
"5541","RPL34P33",205973.28,15910.538,188260.06,112982.95,298093.97,87442.8,287217.94,71705.445
"5542","LINC01937",851.08594,187.3537,1063.7307,544.8715,1154.9918,381.13913,1530.9624,158.45607
"5543","NCOA7-AS1",48.93586,4.9999995,41.55061,38.99692,64.7542,18.094732,141.57077,4.9999995
"5544","MCHR2-AS1",145.14616,11.224311,173.9278,87.867584,172.70569,85.91911,296.9007,12.90614
"5545","RPL23AP54",127878.195,2085.1772,101035.86,29672.86,155335.86,12739.433,135528.88,13002.282
"5546","EEF1A1P7",412.2539,4.9999995,158.2916,78.633255,234.72417,21.323734,630.95135,4.9999995
"5547","RGL2",49293.195,9107.641,35120.53,23144.957,152546.06,16983.111,39838.734,3621.0063
"5548","SMARCAL1-AS1",68.96352,4.9999995,44.098625,18.190369,111.78971,16.67729,59.484608,4.9999995
"5549","MTND2P23",1925.8182,112.85839,1778.9275,472.93906,2043.8818,351.0719,3889.2847,167.53548
"5550","GASAL1",23.901173,12.73722,489.0541,130.31517,644.17053,81.11523,150.49573,4.9999995
"5551","KCNS3",144.14093,8.256308,112.636734,43.04667,93.37623,37.746246,151.2394,10.86864
"5552","AGA",2303.0205,69.74577,2902.4407,741.3862,2542.77,271.92172,2992.7014,9.430731
"5553","GAPDHP75",28.079508,27.325768,39.166733,44.66373,27.549625,39.15722,45.42923,42.46195
"5554","PPIL1P1",41.02669,4.9999995,108.195114,34.75276,262.42282,8.31177,28.148836,4.9999995
"5555","PARP1P1",6275.214,156.67392,12574.336,2521.6523,13882.591,785.28735,9172.179,47.350807
"5556","PSMB8-AS1",20216.418,684.39886,24792.533,10257.987,20422.232,4491.6714,13671.04,47.22543
"5557","CRADDP1",5824.788,2981.0405,4926.668,2268.5945,19729.117,2047.3922,11659.307,5371.742
"5558","RIMKLB",13785.929,81.90114,615.89984,940.1599,15633.54,1608.56,23458.254,485.78473
"5559","CYDAER",1327.4678,232.31256,1212.7722,2532.2278,1546.0271,1744.1791,945.383,7.4293065
"5560","CHCHD2P1",29290.676,1350.4016,20634.725,11568.433,38830.086,7653.8247,26587.344,707.347
"5561","MARK2P8",25.57681,4.9999995,32.70234,38.61319,60.047405,18.92006,65.54192,4.9999995
"5562","HLMR1",30.28943,4.9999995,35.811314,46.632965,236.66977,15.784311,49.073826,5.515826
"5563","EXOC5P1",375.93002,38.451576,310.3136,155.02655,295.70963,78.04753,277.04462,38.368687
"5564","ZNF70P1",300.86234,25.790245,262.1111,127.23919,583.20123,110.261566,745.66125,26.06333
"5565","BAALC-AS1",31.103651,5.866909,24.56464,16.764532,40.990612,15.362559,38.966217,4.9999995
"5566","JMJD1C-AS1",404.39658,4.9999995,77.34851,49.732742,281.04102,35.537434,565.34296,4.9999995
"5567","OR52J2P",95.67591,8.961552,39.58004,21.221777,99.1971,27.586575,107.60738,26.77552
"5568","TBPL1",2459.325,51.58225,1498.3055,844.72656,3995.066,371.96655,7849.635,18.665398
"5569","DNAJC27-AS1",398.8651,158.06291,717.1835,266.06088,818.87573,310.3335,628.657,61.333683
"5570","DHX35",68.07945,5.484433,86.20934,22.571194,70.70794,12.974961,176.54755,4.9999995
"5571","NAA50P2",17237.4,3996.228,10896.097,1671.1372,33990.3,2129.9634,9968.496,5817.5386
"5572","MICAL2",74.81677,14.79677,70.05522,304.8029,66.517944,103.647285,97.11855,4.9999995
"5573","POLE4P1",5310.6577,185.94911,10015.035,2161.4612,9879.757,1446.4067,4666.933,45.08522
"5574","LINC02665",124.25869,14.199943,108.78879,54.155342,110.08048,46.70336,175.36157,20.112844
"5575","AIMP1",708.06885,17.951307,807.64716,179.65874,669.23486,123.52628,693.5315,18.332493
"5576","GLULP6",22.823442,4.9999995,19.734259,15.15621,96.05001,18.91957,32.8745,4.9999995
"5577","RN7SKP216",27.947483,5.7690706,32.794064,19.10783,39.227802,14.910037,52.99105,7.663556
"5578","RPL21P70",60.890465,6.266359,65.56597,26.66532,108.5672,14.432921,99.79412,15.909991
"5579","RARA-AS1",63.06155,21.544218,59.245678,40.244827,107.51471,40.855423,164.7621,21.866137
"5580","FIS1",1556.3733,18.850718,815.8565,82.51286,1498.4907,124.99725,2715.811,74.135635
"5581","ADAM21",28.168232,4.9999995,28.857538,19.965523,68.94268,9.519471,46.430386,4.9999995
"5582","MTND1P9",1360.6317,303.85297,6097.799,1569.8813,3238.9792,747.05994,6302.731,424.10263
"5583","COX6B1P1",19283.123,2050.6199,19526.12,8551.457,27120.723,6602.4707,11792.963,857.7766
"5584","LINC01851",87.91055,7.1141815,63.65876,31.029732,77.8588,32.386456,98.931885,8.619744
"5585","NR4A1",2255.3809,1344.7628,13808.027,6305.702,107677.14,12124.58,94947.32,2267.2976
"5586","SNRPCP3",120.16851,22.33879,177.55482,70.67553,225.85133,34.84027,290.78754,26.216562
"5587","CALM1P1",56.89554,4.9999995,116.810394,41.037014,92.75914,21.92066,275.24423,4.9999995
"5588","LINC01504",425.85477,238.81723,1769.1179,770.1425,2228.2988,775.4092,276.70987,7.4451027
"5589","SLC12A9-AS1",402.73618,19.506744,903.70184,108.336,466.66064,54.692482,637.07104,74.09467
"5590","LINC00440",33.311855,13.0888405,40.43453,18.597893,49.7099,15.217621,64.38541,6.896997
"5591","TEX41",33.19918,5.3392687,33.257862,17.076979,30.898733,17.50764,41.492447,11.3940115
"5592","STRIT1",84.056816,11.058699,69.76846,43.566334,79.04538,22.726631,122.156525,12.6778
"5593","FAM174B",57.548744,4.9999995,73.33533,31.253178,89.08858,23.67582,68.334694,4.9999995
"5594","LINC01713",2929.664,163.4231,3252.2898,747.50995,3817.9548,545.5667,7091.0815,244.87743
"5595","ST20-AS1",1473.228,104.277405,709.26105,857.88605,1456.172,680.78955,5039.9487,97.1627
"5596","RPL21P87",179.29509,4.9999995,88.56751,33.961636,141.96169,11.67187,162.88147,39.888004
"5597","PDPR",51.792957,4.9999995,68.81347,27.262888,202.1024,12.95818,68.06715,4.9999995
"5598","LINC03046",113.59439,12.05272,111.445625,26.15226,112.66287,26.225151,243.53731,10.005929
"5599","SNX18",46.631886,5.360011,221.8792,81.072365,28.849937,13.811232,60.901173,5.72381
"5600","HDHD5-AS1",277.04132,29.62418,333.27304,137.68604,601.6209,95.27776,357.3551,34.64302
"5601","MIR4500HG",163.09917,14.940931,196.1772,80.89656,155.44943,56.01279,341.3962,17.27798
"5602","CTBP2P4",29.217262,226.61372,22.619963,3024.666,1593.4716,1650.1224,58.977703,4.9999995
"5603","CHMP3-AS1",150.93619,15.391221,185.10088,82.48066,160.57529,64.07728,304.7606,31.36044
"5604","TRIM16L",46.411312,4.9999995,74.87095,37.61101,161.87732,20.34903,95.92844,4.9999995
"5605","ZNF815P",50.756145,4.9999995,72.1256,67.29246,157.39864,22.931412,76.49266,4.9999995
"5606","LINC03129",117.215164,11.1555805,109.56928,40.643642,115.74958,36.23599,121.87068,10.474879
"5607","LINC00358",57.6639,11.51995,50.16954,22.223803,77.37093,14.146408,47.93387,8.2044115
"5608","LRRC37A2-AS1",291.82895,23.923098,217.75996,168.45898,253.12447,132.38501,252.46046,35.600914
"5609","ANKRD65",193.3372,20.481918,375.25372,285.08826,6343.6055,151.09416,127.425674,16.415798
"5610","LINC01624",15.28019,24.742004,241.36743,239.55069,226.76103,259.01288,275.64352,4.9999995
"5611","HDAC4-AS1",3490.155,149.94257,2842.9182,898.05524,2948.5583,882.78204,6610.2095,99.952866
"5612","ZEB2-AS1",3952.5535,183.18185,3925.427,1090.7368,4236.747,839.0362,7341.7314,462.01447
"5613","LINC03015",46.339455,4.9999995,79.35821,21.156548,202.63884,16.47118,59.00537,4.9999995
"5614","SLC44A1",25.04483,4.9999995,34.950832,80.149796,76.586205,5.626463,76.923256,4.9999995
"5615","SUMO2P21",27.775621,4.9999995,24.434916,44.15854,77.85353,18.03115,31.553501,4.9999995
"5616","ZBTB20-AS5",3784.5706,12.985251,4365.5293,185.81978,2765.705,108.9747,1018.4079,317.68747
"5617","MTCYBP7",30.436842,4.9999995,36.409454,10.560391,34.2948,16.25613,39.716026,4.9999995
"5618","DNAH2",26332.328,836.062,36184.004,9790.125,55703.855,5122.2173,43562.266,769.83966
"5619","RPL21P66",253.20613,4.9999995,106.22433,32.683105,172.5517,18.771433,272.99136,21.91057
"5620","RPS2P17",127679.195,14676.67,121318.11,57994.996,181871.86,43089.883,170186.9,33692.24
"5621","HAT1",75.20989,4.9999995,72.830414,44.195847,124.0424,13.523988,73.74238,5.0875
"5622","RPL7AP71",4797.9927,288.24182,3454.3855,1352.3337,10178.082,953.8013,6391.4043,342.32727
"5623","HMGN2P26",194.67479,6.961576,326.42654,100.05008,239.24495,31.506262,343.7629,8.7602415
"5624","TRBV21-1",104.8711,5.442693,22.068691,5.4839854,80.679474,23.270966,88.717606,9.604815
"5625","LINC01675",73.6002,5.264452,157.49367,25.46864,250.33119,18.39971,55.056107,12.291189
"5626","C14orf119P1",781.8222,64.07692,1737.1016,709.1968,1690.0372,367.09897,696.434,9.640467
"5627","RPL7AP65",590.2394,13.459798,499.61337,139.58823,699.2008,86.100624,1033.4878,33.94065
"5628","CD24P5",203.11353,21.844711,168.99474,95.490685,359.28244,75.99968,222.28812,31.105953
"5629","SMASR",17.631762,4.9999995,28.87896,23.37423,99.39913,17.83637,22.79163,8.609382
"5630","FABP5P10",149.6981,4.9999995,169.20198,33.31579,475.89603,17.26952,137.53876,4.9999995
"5631","ANKRD18CP",26237.598,288.93796,13476.059,2380.778,18412.014,2090.4507,6524.51,99.66745
"5632","OR52A1",107.03937,11.27744,89.2019,53.94891,73.50335,28.154774,155.98001,11.47712
"5633","TBCAP1",92437.52,1607.5684,79814.9,22613.09,96491.17,14013.59,81192.945,473.1767
"5634","RPS26P24",50.026096,10.589701,61.017307,28.868958,59.209736,17.209959,77.88279,6.360589
"5635","ZDHHC8",91.30183,8.090377,109.943115,83.26855,1184.376,51.75596,93.995895,14.8107395
"5636","NKX2-1-AS1",6317.9814,2265.9731,5064.295,1276.6621,12004.627,1430.2644,4772.2007,3401.469
"5637","OR10B1P",87.67832,4.9999995,38.956444,24.685545,90.17196,24.955698,40.39914,7.610414
"5638","EIF4BP2",2396.8293,1328.963,3852.8894,1885.8916,3213.2732,1817.255,2474.9766,455.2093
"5639","CIDECP2",6960.285,237.6027,3612.5596,1066.273,8987.542,758.4919,7051.303,357.2814
"5640","ZNF285BP",158.62134,12.075089,405.1353,82.622406,128.0487,39.414093,226.72026,11.06197
"5641","PLGRKT",40843.36,362.2848,27828.72,7484.9585,49078.895,2859.937,22291.531,167.76833
"5642","DUSP5P1",29.556297,4.9999995,37.772778,20.413504,57.254826,16.723011,67.93609,4.9999995
"5643","PRDM4-AS1",164.23798,5.4641285,211.7785,55.80293,228.3365,35.815502,388.7293,14.92775
"5644","TECR",261.46304,66.573456,610.259,368.4928,537.28894,196.56746,246.50934,13.43662
"5645","KIAA1671-AS1",20481.23,2813.0232,23287.758,9533.782,21966.008,6812.244,33947.973,4010.582
"5646","BCL10-AS1",141.57422,4.9999995,84.70166,36.08364,128.37373,18.000021,226.2153,6.615163
"5647","NUP133-DT",6.7158666,4.9999995,47.075665,28.204033,50.72928,30.220482,59.797916,4.9999995
"5648","SON",3555.0034,110.09399,5691.5073,2979.1238,1986.703,150.59195,3386.6545,27.829792
"5649","ZNF736",131.9764,4.9999995,329.78354,25.28381,112.44562,4.9999995,469.21194,4.9999995
"5650","NR1I2",645.26324,45.886433,1762.4822,434.40115,2213.594,291.23615,364.3502,4.9999995
"5651","OR3A4P",117.34688,14.71272,118.77289,68.671875,148.4423,41.794937,166.65982,23.393852
