"","HGNC_Symbol","p1Pve","p1Nve","p2Pve","p2Nve","p3Pve","p3Nve","control1","control2"
"5175","LYPLA1P3",28.400785,4.9999995,77.69169,53.526318,44.439438,4.9999995,30.405844,4.9999995
"5176","FBXL12P1",164.86021,10.24433,200.27966,140.11697,2509.774,69.256256,211.49234,18.072552
"5177","LINC01591",39.23579,5.081979,29.388933,18.096348,48.84319,14.125651,62.183334,6.109111
"5178","LINC02503",57.120586,7.2275815,59.017696,35.421528,101.038376,25.8241,104.04058,12.18363
"5179","MTND6P14",54.33095,4.9999995,38.70217,23.225338,66.6037,14.970528,85.77982,4.9999995
"5180","CRYBB2P1",390.80984,43.45613,15314.329,3458.8594,2575.7778,152.37646,7570.2817,41.752728
"5181","LNCSRLR",40.088528,5.0415626,36.6999,15.729861,42.571743,13.833201,100.68451,4.9999995
"5182","CDC42",6147.67,647.8619,6670.2036,3925.697,10703.447,3224.3481,11920.718,359.96732
"5183","HNRNPH3P1",615.44116,29.01658,346.57806,173.50745,1416.4738,103.04331,685.0502,39.55267
"5184","MTCYBP18",719.40753,113.437675,19057.445,9464.703,21625.03,1679.3408,15208.182,556.74005
"5185","GPRC5D-AS1",1503.7369,39.557518,36.111225,46.998474,481.3155,70.653946,86.956276,4.9999995
"5186","RPL30P3",48689.863,565.39935,49294.203,6992.507,48571.5,2631.131,63879.656,1708.19
"5187","ACOXL-AS1",55.084248,4.9999995,79.24904,24.752687,92.22541,16.15924,106.684685,4.9999995
"5188","ISCA2",4560.767,156.04988,6858.1997,2162.8833,5699.8735,796.2035,8302.691,75.46542
"5189","CHMP3",19329.668,645.79407,14613.048,6030.4707,18221.592,3707.715,20637.848,543.15186
"5190","GSTM3",68.74861,4.9999995,70.97563,71.72093,424.81894,29.63945,68.26354,4.9999995
"5191","GTF2A1",1488.3837,31.625994,1564.8015,298.32523,1865.7988,137.5004,1098.8335,12.5934515
"5192","ZNF423",95.1928,6.0132365,94.38507,35.91464,131.46654,31.14693,201.94423,16.46548
"5193","PABPC1P4",6594.249,127.22901,13037.052,2944.6511,13048.855,2346.3496,29570.178,591.69495
"5194","LINC01283",47.162567,6.3341184,41.671333,22.695005,234.74426,8.822629,30.989225,4.9999995
"5195","RPL26L1-AS1",221.27113,35.479855,241.67053,168.63051,269.6367,152.4719,346.9854,20.655962
"5196","MBL3P",24.087198,4.9999995,61.649906,56.074512,1405.1158,37.103622,17.805872,4.9999995
"5197","GNGT1",365.56732,72.10069,379.16623,173.07764,442.87778,155.44147,661.5359,63.60414
"5198","CKS1BP6",2743.592,125.3082,5454.8774,1244.7999,11957.582,502.39032,2260.8037,5.8120275
"5199","TOMM22-DT",75.33384,22.513876,113.84111,60.606377,114.04519,61.166485,257.06885,7.8379292
"5200","OFD1P7Y",40.566273,4.9999995,29.735304,25.185492,267.45554,11.244319,31.862694,4.9999995
"5201","LINC00907",214.7297,28.307678,196.78745,121.653404,185.58543,97.612305,330.93527,19.772766
"5202","RPL12P34",53.676464,5.704765,134.37582,80.23289,109.95351,30.795818,96.790184,4.9999995
"5203","WWC2-AS1",70.12732,4.9999995,53.181145,21.67177,82.6537,16.324749,71.06192,8.306243
"5204","HSP90B1",10184.738,413.24652,12566.434,5411.735,11314.11,3364.1145,19866.807,478.5462
"5205","SLC8A1-AS1",60.085663,7.431743,73.20354,36.433155,68.908104,33.81788,102.836075,10.218569
"5206","WT1-AS",46.341537,4.9999995,49.878365,15.157662,43.991188,15.10084,56.55508,4.9999995
"5207","EIF3IP2",36.173153,4.9999995,32.55817,13.284259,94.27648,11.022849,52.193203,29.639048
"5208","EEF1A1P36",1293.1619,9.109368,577.9798,197.63232,821.0585,125.43852,1788.5822,24.507467
"5209","FAR2-AS1",80.58798,7.8482223,158.79045,55.028854,149.16765,33.029243,120.34813,8.405957
"5210","OR6L1P",111.37879,18.617437,94.60075,45.598827,220.08311,46.122677,128.05019,21.13971
"5211","IGHA2",31380.777,413.33502,32431.977,972.24084,24948.074,331.96634,112359.414,11196.779
"5212","EIF3MP1",37832.395,710.4938,24854.594,9811.55,51678.656,5568.913,66032.43,894.83984
"5213","LINC02667",119.022385,10.43585,91.59099,65.23294,182.78789,38.67625,146.0668,9.131497
"5214","PPP6R2",94.85474,6.0433536,88.27798,49.540157,97.64909,27.771683,120.95178,5.077906
"5215","UNKL",21964.338,162.79562,12452.798,1420.6738,11295.601,1317.7788,30375.393,201.57399
"5216","LINC01515",81.85475,4.9999995,55.237885,18.33025,74.74641,18.172144,123.35782,6.154782
"5217","FAM192BP",5645.8145,348.5641,10334.885,2048.401,8397.325,1876.2821,7947.7944,136.51588
"5218","PRDX2P1",1165.846,98.70873,3372.3035,708.44006,2016.9514,205.08186,937.8081,5.415454
"5219","PPIAP27",38.931217,11.76907,46.461285,15.783322,62.88241,17.776869,55.294548,4.9999995
"5220","RPL36AP21",803.06665,7.2461443,247.82706,51.353264,356.5891,44.27884,782.3123,25.239273
"5221","SRD5A1",1693.2734,177.08678,1796.956,1158.226,2028.4529,750.40375,1060.924,15.266041
"5222","COA6-AS1",1052.1943,16.82816,2019.9695,580.6812,1146.852,384.66852,2140.6345,36.052124
"5223","RPL19",286768.7,56663.105,287082.03,203300.08,437693.97,159681.5,416818.5,125315.34
"5224","OR3B1P",190.59691,14.415319,143.5666,85.034706,255.09169,54.679142,249.3421,23.920252
"5225","PPIAP46",153.32806,15.015541,164.64577,89.040474,395.95596,67.93463,177.12471,22.093958
"5226","LINC00349",111.8545,5.7263346,92.09666,40.999485,123.22078,34.298428,125.978615,15.990532
"5227","TET1P1",41.65913,6.6894455,32.78676,11.958031,26.845835,13.847558,57.303783,4.9999995
"5228","HCG9P5",193.96362,7.5802116,138.1278,53.18793,244.72798,35.232746,182.71547,20.368435
"5229","NFAT5",79.49012,8.914019,252.2557,188.2418,143.44121,183.7507,287.80392,45.28118
"5230","FLNB-AS1",56.604748,24.602707,89.6891,46.119278,173.64932,47.61566,88.7286,19.720331
"5231","SLC29A4P2",139.26936,16.075754,122.95988,57.52277,138.72528,40.58081,183.06432,20.848383
"5232","MPV17L2P1",118.83638,13.383409,338.93286,132.1361,443.79126,75.01484,151.87321,7.712894
"5233","RBISP4",10476.505,173.74123,11449.204,1783.4536,13763.966,1036.3639,16565.738,640.19037
"5234","NDUFB11P1",4841.213,606.4863,6923.4277,2824.7158,11295.667,2005.0537,4774.7153,348.3091
"5235","COTL1P2",12.555008,9.41699,181.03801,164.53958,150.99226,16.3429,17.092777,4.9999995
"5236","RPL12P40",148.86897,4.9999995,80.50263,25.90153,107.663315,15.267419,161.47227,7.4211
"5237","C14orf39",605.31,112.10348,727.6886,257.69974,494.57993,234.7047,825.1474,144.5271
"5238","CADM3-AS1",211.75218,58.355106,226.38054,142.65036,236.55176,105.39058,311.33908,46.208565
"5239","ZNF248-AS1",52.78679,4.9999995,461.8511,620.54803,302.1119,297.34262,109.57211,25.197323
"5240","MRPL32P1",1402.0929,63.0439,1592.6028,635.611,2400.3225,299.6641,3149.135,46.10643
"5241","CHEK2P4",4506.458,84.060455,4959.7954,933.7619,2833.423,647.5938,3650.6018,16.9877
"5242","LINC01247",92.193016,13.559099,82.762535,51.83224,101.351204,44.7029,132.32512,16.206234
"5243","HOXA10-AS",131.45341,32.075203,176.0747,108.73588,483.3823,99.10661,205.95882,58.32412
"5244","LINC02125",952.3654,226.49167,1196.2468,283.6326,2528.3206,332.7157,1167.0319,567.6384
"5245","IDH1-AS1",489.59558,19.59901,608.0543,219.57669,644.05597,118.27248,503.2482,15.230659
"5246","LINC02577",114.400665,11.560459,78.07715,47.4515,148.54831,32.32412,130.90521,8.17361
"5247","MTCO3P39",10920.231,1172.4872,17211.555,6027.398,47698.098,5574.084,28930.008,1083.7374
"5248","CAPZA1P3",47.181915,7.2629776,47.736336,22.676208,92.44136,20.883852,64.17085,5.876681
"5249","PDXP-DT",71.99577,4.9999995,96.55422,38.324947,82.962074,40.568607,134.46669,10.272
"5250","EPCAM-DT",59.980896,25.957458,100.05401,76.894455,2896.4434,52.96183,54.137714,22.860928
"5251","CRAT",364.86356,72.34669,462.7309,334.63425,388.85446,327.93204,536.6965,49.71217
"5252","SOCS5P2",1157.462,62.038197,1814.7173,461.72778,1323.8442,361.96185,2771.4297,154.36636
"5253","ST7-AS2",25.070978,5.9136086,38.260174,31.279022,315.1076,20.32639,34.04901,4.9999995
"5254","HMGN1P11",3125.2307,49.655777,4514.795,1032.8903,5027.1753,435.74597,6570.774,18.438427
"5255","FBP2P1",75.713486,14.622242,64.63903,58.207203,101.21449,45.713604,93.429634,17.286777
"5256","SERF1A",485.79694,6.3877316,468.49384,96.65298,354.06927,30.688692,851.45056,16.08565
"5257","COPS3P1",459.49957,13.49083,899.0394,734.73975,608.2915,60.801075,1143.9658,4.9999995
"5258","TSPAN10",136.44633,4.9999995,65.19156,30.548166,67.04333,13.879982,33.641235,5.312421
"5259","H1-10-AS1",182.77809,8.419219,210.1885,77.27122,468.17093,59.645947,359.2499,15.705798
"5260","NAE1",63.94982,10.851641,30.854565,163.95009,51.552746,64.73509,57.498817,11.390411
"5261","SYT2-AS1",519.3307,11.80607,271.87552,49.155624,189.8309,60.933712,456.34964,17.153091
"5262","RPL11P1",3444.8264,71.03177,2223.114,436.97565,4548.2935,343.4533,4954.9355,213.63274
"5263","HCG25",147.55072,7.8399076,178.3818,49.60619,331.865,27.855688,140.09526,4.9999995
"5264","CLK2",72428.12,1355.262,51494.273,11230.893,59452.875,11470.741,83656.5,1125.283
"5265","RAC1P8",329.2207,19.91492,232.48224,87.21824,425.559,53.375904,305.57153,44.735813
"5266","IFT122",30.661978,4.9999995,56.286045,25.656094,97.621666,11.21306,48.22434,4.9999995
"5267","DYNC1I2",3571.2366,65.77671,4199.037,1503.3573,4325.1377,138.47777,1768.1616,4.9999995
"5268","LINC02494",41.102943,5.086409,38.180817,11.67018,50.277523,14.504088,40.78005,6.6391325
"5269","EEF1GP4",764.6209,32.61677,531.84216,327.1474,1997.7205,178.51598,1249.3,50.864532
"5270","KCNQ2-AS1",28.877317,4.9999995,27.160143,19.643394,58.818913,19.27076,37.28326,4.9999995
"5271","RPL3P9",259.11682,4.9999995,194.8676,43.63868,171.32997,22.73561,457.1549,28.529858
"5272","FAM135A-AS1",173.52155,4.9999995,151.0053,67.43743,150.74817,50.19057,195.95285,4.9999995
"5273","ERICH6-AS1",819.8707,73.17192,1057.5358,423.87643,1397.6355,192.0295,1523.5088,68.25871
"5274","COX6B1P5",4387.36,516.6606,5100.593,2355.0981,4652.65,1847.9749,2167.9963,169.48296
"5275","PKMP1",72.98794,4.9999995,175.94847,76.52179,189.61319,49.659092,29.06492,4.9999995
"5276","SERHL2",25.799982,9.204433,34.69399,28.489405,93.05033,16.510702,34.434937,6.0935054
"5277","MPDU1-AS1",3309.5251,87.82482,1250.6866,142.03189,3702.393,114.39511,1823.5063,87.175415
"5278","STX8",153.59695,8.632641,122.135895,112.37647,133.41374,48.829002,134.35709,4.9999995
"5279","LINC01303",816.9353,18.221811,761.01654,159.73828,876.8446,131.98372,1901.8887,53.14405
"5280","TOMM20P4",15697.661,347.25687,10317.956,3406.453,14103.502,2204.4778,30147.889,916.8469
"5281","LINC01445",52.461903,14.109381,55.115463,11.910899,44.02073,24.31789,75.37434,13.285339
"5282","GSTO3P",6215.242,1072.2689,5335.588,9703.91,13731.577,4508.404,3464.7908,96.24173
"5283","DSTNP1",89.38946,9.82818,101.07128,62.49458,134.1997,41.72176,134.23178,12.859271
"5284","RPS2P19",84.80065,5.9338965,73.50614,25.071972,80.76421,18.406862,98.249825,5.695742
"5285","NOL8P1",1347.9169,27.386953,2240.2605,359.07944,1841.72,159.48564,2625.9219,29.295307
"5286","TMSB10",179366.73,32003.232,149730.34,123137.13,254516.78,88735.83,198643.11,9184.301
"5287","HOXB-AS4",38.242233,8.543313,47.298252,21.74415,45.564312,12.2079,59.99071,8.7372265
"5288","EHMT1",594.6015,58.534832,662.1642,249.43773,557.9813,159.1529,849.6862,82.594666
"5289","MTHFD2P4",144.72371,5.1887608,200.05888,193.85191,247.24084,33.03887,125.86799,4.9999995
"5290","H2BC27P",96.11737,4.9999995,68.68299,31.897614,115.333405,25.57113,92.44313,6.3790307
"5291","ZNF276-AS1",97.625435,6.3287625,17.08723,32.681087,402.27295,24.710688,34.63447,4.9999995
